ChangeTV init done
---------- 1544922639.116439 ----------

---------- 1544922644.1237075 ----------

---------- 1544922649.130988 ----------

---------- 1544922654.1382208 ----------

---------- 1544922659.1454942 ----------

---------- 1544922664.1527658 ----------

---------- 1544922669.1600523 ----------

---------- 1544922674.1672773 ----------

---------- 1544922679.1744912 ----------

---------- 1544922684.181982 ----------

---------- 1544922689.1893017 ----------

---------- 1544922694.1965923 ----------

---------- 1544922699.2038808 ----------

---------- 1544922704.2111547 ----------

---------- 1544922709.2184427 ----------

---------- 1544922714.225635 ----------

---------- 1544922719.232894 ----------

---------- 1544922724.240157 ----------

---------- 1544922729.2473943 ----------

---------- 1544922734.2546349 ----------

---------- 1544922739.2619095 ----------

---------- 1544922744.2692735 ----------

---------- 1544922749.276636 ----------

---------- 1544922754.283872 ----------

---------- 1544922759.2910624 ----------

---------- 1544922764.2983284 ----------

---------- 1544922769.3055396 ----------

---------- 1544922774.3126743 ----------

---------- 1544922779.3199434 ----------

---------- 1544922784.3271275 ----------

---------- 1544922789.3343976 ----------

---------- 1544922794.3416336 ----------

---------- 1544922799.3488812 ----------

---------- 1544922804.3564792 ----------

---------- 1544922809.363747 ----------

---------- 1544922814.3709826 ----------

---------- 1544922819.378197 ----------

---------- 1544922824.3853498 ----------

---------- 1544922829.39257 ----------

---------- 1544922834.399817 ----------

---------- 1544922839.407076 ----------

---------- 1544922844.4142613 ----------

---------- 1544922849.4215093 ----------

---------- 1544922854.4251676 ----------

---------- 1544922859.4323483 ----------

---------- 1544922864.4398794 ----------

---------- 1544922869.4472053 ----------

---------- 1544922874.4543328 ----------

---------- 1544922879.4568236 ----------

---------- 1544922884.464027 ----------

---------- 1544922889.471264 ----------

---------- 1544922894.478552 ----------

---------- 1544922899.4858158 ----------

---------- 1544922904.4930673 ----------

---------- 1544922909.5003421 ----------

---------- 1544922914.5074592 ----------

---------- 1544922919.5145872 ----------

---------- 1544922924.5220695 ----------

---------- 1544922929.5293431 ----------

---------- 1544922934.5365694 ----------

---------- 1544922939.543814 ----------

---------- 1544922944.5510497 ----------

---------- 1544922949.558343 ----------

---------- 1544922954.5655851 ----------

---------- 1544922959.5728872 ----------

---------- 1544922964.5800798 ----------

---------- 1544922969.587255 ----------

---------- 1544922974.5944984 ----------

---------- 1544922979.6017444 ----------

---------- 1544922984.6091602 ----------

---------- 1544922989.6164987 ----------

---------- 1544922994.6236546 ----------

---------- 1544922999.6307821 ----------

---------- 1544923004.637977 ----------

---------- 1544923009.6451442 ----------

---------- 1544923014.652366 ----------

---------- 1544923019.6595743 ----------

---------- 1544923024.6668053 ----------

---------- 1544923029.6740217 ----------

---------- 1544923034.6811888 ----------

---------- 1544923039.6884115 ----------

---------- 1544923044.6957884 ----------

---------- 1544923049.703116 ----------

---------- 1544923054.7103634 ----------

---------- 1544923059.717615 ----------

---------- 1544923064.724824 ----------

---------- 1544923069.7320669 ----------

---------- 1544923074.739292 ----------

---------- 1544923079.746552 ----------

---------- 1544923084.753775 ----------

---------- 1544923089.7609975 ----------

---------- 1544923094.7682488 ----------

---------- 1544923099.775507 ----------

---------- 1544923104.7829523 ----------

---------- 1544923109.790294 ----------

---------- 1544923114.797406 ----------

---------- 1544923119.8045945 ----------

---------- 1544923124.8117764 ----------

---------- 1544923129.8190231 ----------

---------- 1544923134.8262587 ----------

---------- 1544923139.833495 ----------

---------- 1544923144.8407402 ----------

---------- 1544923149.848019 ----------

---------- 1544923154.8552608 ----------

---------- 1544923159.8625455 ----------

---------- 1544923164.870001 ----------

---------- 1544923169.8773181 ----------

---------- 1544923174.8845737 ----------

---------- 1544923179.8918166 ----------

---------- 1544923184.899088 ----------

---------- 1544923189.906354 ----------

---------- 1544923194.913578 ----------

---------- 1544923199.9208477 ----------

---------- 1544923204.9281065 ----------

---------- 1544923209.9353836 ----------

---------- 1544923214.9426448 ----------

---------- 1544923219.9498634 ----------

---------- 1544923224.9572787 ----------

---------- 1544923229.9646318 ----------

---------- 1544923234.9718544 ----------

---------- 1544923239.9791179 ----------

---------- 1544923244.9863706 ----------

---------- 1544923249.993621 ----------

---------- 1544923255.0008948 ----------

---------- 1544923260.0081975 ----------

---------- 1544923265.0154545 ----------

---------- 1544923270.0227146 ----------

---------- 1544923275.029975 ----------

---------- 1544923280.0372367 ----------

---------- 1544923285.0447268 ----------

---------- 1544923290.0520809 ----------

---------- 1544923295.059307 ----------

---------- 1544923300.0666425 ----------

---------- 1544923305.0739107 ----------

---------- 1544923310.0811436 ----------

---------- 1544923315.088398 ----------

---------- 1544923320.095623 ----------

---------- 1544923325.1027932 ----------

---------- 1544923330.1100276 ----------

---------- 1544923335.117216 ----------

---------- 1544923340.120694 ----------

---------- 1544923345.1281695 ----------

---------- 1544923350.1354604 ----------

---------- 1544923355.142658 ----------

---------- 1544923360.1498358 ----------

---------- 1544923365.156991 ----------

---------- 1544923370.164192 ----------

---------- 1544923375.1713855 ----------

---------- 1544923380.1785657 ----------

---------- 1544923385.185768 ----------

---------- 1544923390.1931279 ----------

---------- 1544923395.2003446 ----------

---------- 1544923400.2075849 ----------

---------- 1544923405.215063 ----------

---------- 1544923410.2223938 ----------

---------- 1544923415.2296767 ----------

---------- 1544923420.2329469 ----------

---------- 1544923425.2401993 ----------

---------- 1544923430.2474513 ----------

---------- 1544923435.2546864 ----------

---------- 1544923440.2618747 ----------

---------- 1544923445.2690816 ----------

---------- 1544923450.276324 ----------

---------- 1544923455.2835681 ----------

---------- 1544923460.290787 ----------

---------- 1544923465.2982302 ----------

---------- 1544923470.305518 ----------

---------- 1544923475.3127012 ----------

---------- 1544923480.319896 ----------

---------- 1544923485.3271701 ----------

---------- 1544923490.334404 ----------

---------- 1544923495.3415964 ----------

---------- 1544923500.3488479 ----------

---------- 1544923505.3561084 ----------

---------- 1544923510.3632524 ----------

---------- 1544923515.3705049 ----------

---------- 1544923520.3777359 ----------

---------- 1544923525.3853009 ----------

---------- 1544923530.3926497 ----------

---------- 1544923535.399875 ----------

---------- 1544923540.407155 ----------

---------- 1544923545.414422 ----------

---------- 1544923550.4216568 ----------

---------- 1544923555.4289217 ----------

---------- 1544923560.436165 ----------

---------- 1544923565.443376 ----------

---------- 1544923570.4506063 ----------

---------- 1544923575.4578347 ----------

---------- 1544923580.4650254 ----------

---------- 1544923585.4724464 ----------

---------- 1544923590.4797819 ----------

---------- 1544923595.487036 ----------

---------- 1544923600.4943068 ----------

---------- 1544923605.5015461 ----------

---------- 1544923610.508824 ----------

---------- 1544923615.5160737 ----------

---------- 1544923620.523329 ----------

---------- 1544923625.53038 ----------

---------- 1544923630.5376136 ----------

---------- 1544923635.54486 ----------

---------- 1544923640.5521212 ----------

---------- 1544923645.5595827 ----------

---------- 1544923650.566946 ----------

---------- 1544923655.574188 ----------

---------- 1544923660.581443 ----------

---------- 1544923665.5887043 ----------

---------- 1544923670.5959587 ----------

---------- 1544923675.6031861 ----------

---------- 1544923680.6104307 ----------

---------- 1544923685.6175609 ----------

---------- 1544923690.624811 ----------

---------- 1544923695.6320667 ----------

---------- 1544923700.6393042 ----------

---------- 1544923705.6467674 ----------

---------- 1544923710.6541128 ----------

---------- 1544923715.6613445 ----------

---------- 1544923720.6685908 ----------

---------- 1544923725.675828 ----------

---------- 1544923730.6830804 ----------

---------- 1544923735.690357 ----------

---------- 1544923740.6975913 ----------

---------- 1544923745.7048225 ----------

---------- 1544923750.7120976 ----------

---------- 1544923755.7193334 ----------

---------- 1544923760.7265863 ----------

---------- 1544923765.7340388 ----------

---------- 1544923770.7412996 ----------

---------- 1544923775.7485561 ----------

---------- 1544923780.755803 ----------

---------- 1544923785.7630403 ----------

---------- 1544923790.770084 ----------

---------- 1544923795.7773035 ----------

---------- 1544923800.7844996 ----------

---------- 1544923805.7917316 ----------

---------- 1544923810.7990093 ----------

---------- 1544923815.8062634 ----------

---------- 1544923820.8134804 ----------

---------- 1544923825.8209374 ----------

---------- 1544923830.8282692 ----------

---------- 1544923835.8354907 ----------

---------- 1544923840.8427472 ----------

---------- 1544923845.850024 ----------

---------- 1544923850.8572602 ----------

---------- 1544923855.8644967 ----------

---------- 1544923860.8717215 ----------

---------- 1544923865.8789732 ----------

---------- 1544923870.8862655 ----------

---------- 1544923875.8934953 ----------

---------- 1544923880.9007401 ----------

---------- 1544923885.908318 ----------

---------- 1544923890.9155786 ----------

---------- 1544923895.922889 ----------

---------- 1544923900.928733 ----------

---------- 1544923905.934127 ----------

---------- 1544923910.9409745 ----------

---------- 1544923915.9452124 ----------

---------- 1544923920.9507859 ----------

---------- 1544923925.958064 ----------

---------- 1544923930.9653387 ----------

---------- 1544923935.9726071 ----------

---------- 1544923940.9798834 ----------

---------- 1544923945.9873433 ----------

---------- 1544923950.9946563 ----------

---------- 1544923956.0010817 ----------

---------- 1544923961.0083773 ----------

---------- 1544923966.0129807 ----------

---------- 1544923971.0202744 ----------

---------- 1544923976.0274904 ----------

---------- 1544923981.0347598 ----------

---------- 1544923986.0420237 ----------

---------- 1544923991.0492766 ----------

---------- 1544923996.056565 ----------

---------- 1544924001.0638254 ----------

---------- 1544924006.071424 ----------

---------- 1544924011.0788188 ----------

---------- 1544924016.086104 ----------

---------- 1544924021.0933359 ----------

---------- 1544924026.100618 ----------

---------- 1544924031.1078775 ----------

---------- 1544924036.1151493 ----------

---------- 1544924041.122423 ----------

---------- 1544924046.1296697 ----------

---------- 1544924051.1369345 ----------

---------- 1544924056.1403205 ----------

---------- 1544924061.1475258 ----------

---------- 1544924066.154953 ----------

---------- 1544924071.1622937 ----------

---------- 1544924076.1695414 ----------

---------- 1544924081.176843 ----------

---------- 1544924086.184089 ----------

---------- 1544924091.1912565 ----------

---------- 1544924096.1984572 ----------

---------- 1544924101.2056797 ----------

---------- 1544924106.2129154 ----------

---------- 1544924111.2201774 ----------

---------- 1544924116.2273927 ----------

---------- 1544924121.2345777 ----------

---------- 1544924126.2419395 ----------

---------- 1544924131.2492216 ----------

---------- 1544924136.2565084 ----------

---------- 1544924141.2637506 ----------

---------- 1544924146.2709076 ----------

---------- 1544924151.278149 ----------

---------- 1544924156.2853482 ----------

---------- 1544924161.2925668 ----------

---------- 1544924166.2997663 ----------

---------- 1544924171.3070133 ----------

---------- 1544924176.3142567 ----------

---------- 1544924181.321447 ----------

---------- 1544924186.3289406 ----------

---------- 1544924191.3362544 ----------

---------- 1544924196.3434 ----------

---------- 1544924201.350593 ----------

---------- 1544924206.3529613 ----------

---------- 1544924211.3602188 ----------

---------- 1544924216.3674288 ----------

---------- 1544924221.374616 ----------

---------- 1544924226.3817978 ----------

---------- 1544924231.3889802 ----------

---------- 1544924236.3962004 ----------

---------- 1544924241.403409 ----------

---------- 1544924246.4108431 ----------

---------- 1544924251.418122 ----------

---------- 1544924256.4253018 ----------

---------- 1544924261.4325483 ----------

---------- 1544924266.439801 ----------

---------- 1544924271.4470732 ----------

---------- 1544924276.4542952 ----------

---------- 1544924281.4615226 ----------

---------- 1544924286.4687688 ----------

---------- 1544924291.4760008 ----------

---------- 1544924296.4832149 ----------

---------- 1544924301.490482 ----------

---------- 1544924306.4977021 ----------

---------- 1544924311.504896 ----------

---------- 1544924316.5120823 ----------

---------- 1544924321.5193381 ----------

---------- 1544924326.5265448 ----------

---------- 1544924331.533777 ----------

---------- 1544924336.5410054 ----------

---------- 1544924341.5482655 ----------

---------- 1544924346.555443 ----------

---------- 1544924351.5627024 ----------

---------- 1544924356.5699897 ----------

---------- 1544924361.5772212 ----------

---------- 1544924366.5846562 ----------

---------- 1544924371.5919728
